7835.jpg	a large courtyard with a mountain in the background
4898.jpg	a woman is holding a flower in her hand
4492.jpg	a scene from the movie 'the king's speech'
9043.jpg	a woman is standing in an abandoned building
4373.jpg	a man in white is dancing in a room
1850.jpg	a woman in a white dress is standing in front of water
5191.jpg	a man and woman hugging in front of a candle
2880.jpg	a woman in white is standing in a dark room
3337.jpg	a group of women in gold dresses dancing in a ballroom
761.jpg	a woman in a pink sari is talking to another woman
6514.jpg	a group of people are dancing in front of a fire
485.jpg	a woman in traditional clothing is standing in front of a group of women
7386.jpg	a man in white clothing standing on a balcony
5389.jpg	a man in an indian hat is talking to another man
3163.jpg	a woman in a gold dress is sitting in a room
8804.jpg	a man and woman standing on a boat
2650.jpg	a shirtless man standing in a dark room
4203.jpg	a man in a red robe sitting on a throne
7168.jpg	a woman in a sari dancing in front of a crowd
2447.jpg	a woman in an indian costume is smiling at a man
9269.jpg	the menu for the game, with the title and the name of the game
8011.jpg	a man in armor is holding a torch
1.jpg	a certificate for the university of hyderabad
5629.jpg	deepika padukone in a scene from taj mahal
7595.jpg	a man and woman in traditional clothing
1255.jpg	a man in armor with swords in front of a group of people
3773.jpg	a woman in white is putting a red bag on the floor
6402.jpg	a woman in a sari is standing in an open doorway
615.jpg	a movie scene with knights and soldiers
2296.jpg	a man riding a horse in front of a crowd
5869.jpg	a man in white clothing is smoking a cigarette
3541.jpg	a man in an indian costume sitting on a bed
8361.jpg	a woman in the rain with her face wet
8142.jpg	a man in armor is fighting with another man
283.jpg	a man in white shirt standing in front of a light
3973.jpg	a woman in black robes standing in a dark room
6121.jpg	a group of people in white dresses are standing in front of a building
1458.jpg	a woman in armor is standing in front of a crowd
998.jpg	a scene from the movie 'the horde'
6693.jpg	a woman in white is standing in the rain
5044.jpg	a woman in a long dress standing in front of a building
1354.jpg	a man in armor is holding a sword
1655.jpg	a woman hugging a man in an indian outfit
4667.jpg	a man and woman in traditional attire are standing in front of water
6900.jpg	a woman in a sari holding a tray of candles
7270.jpg	two women in saris dancing in a crowd
2058.jpg	a man with a beard and a beard is looking at someone
1136.jpg	a scene from game of thrones with cannons
8636.jpg	a woman standing in front of a lake at night
8924.jpg	a man in the water holding a pole
